Run,BioSample,BioProject,Organism,sub_group,DATASTORE_filetype,SRA_Study,era,era_guess,age,comments
ERR3225610,SAMEA5408303,PRJEB31613,Equus caballus,Tepe Hasanlu,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225611,SAMEA5408304,PRJEB31613,Equus caballus,Tepe Hasanlu,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225612,SAMEA5408305,PRJEB31613,Equus hemionus,Tepe Mehr Ali,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225613,SAMEA5408306,PRJEB31613,Equus caballus,Uppsala,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225614,SAMEA5408307,PRJEB31613,Equus caballus,Uushgiin Uvur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225615,SAMEA5408308,PRJEB31613,Equus caballus,Uushgiin Uvur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225616,SAMEA5408309,PRJEB31613,Equus caballus,Uushgiin Uvur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225617,SAMEA5408310,PRJEB31613,Equus caballus,Uushgiin Uvur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225618,SAMEA5408311,PRJEB31613,Equus caballus,Uushgiin Uvur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225619,SAMEA5408312,PRJEB31613,Equus caballus,Uushgiin Uvur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225620,SAMEA5408313,PRJEB31613,Equus caballus,Uushgiin Uvur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225621,SAMEA5408314,PRJEB31613,Equus caballus,Uushgiin Uvur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225622,SAMEA5408315,PRJEB31613,Equus caballus,Uushgiin Uvur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225623,SAMEA5408316,PRJEB31613,Equus caballus,Uushgiin Uvur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225624,SAMEA5408317,PRJEB31613,Equus caballus,Uushgiin Uvur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225625,SAMEA5408318,PRJEB31613,Equus caballus,"Vermand, rue De Gaulle","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225626,SAMEA5408319,PRJEB31613,Equus caballus,Vicerrectorado,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225627,SAMEA5408320,PRJEB31613,Equus caballus,Whitehall Roman Villa,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225628,SAMEA5408321,PRJEB31613,Equus caballus,Witter Place,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225629,SAMEA5408322,PRJEB31613,Equus caballus,Witter Place,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225630,SAMEA5408323,PRJEB31613,Equus caballus,Witter Place,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225631,SAMEA5408324,PRJEB31613,Equus caballus,Witter Place,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225632,SAMEA5408325,PRJEB31613,Equus caballus,Witter Place,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225633,SAMEA5408326,PRJEB31613,Equus caballus,Witter Place,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225634,SAMEA5408327,PRJEB31613,Equus asinus x caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225635,SAMEA5408328,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225636,SAMEA5408329,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225637,SAMEA5408330,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225638,SAMEA5408331,PRJEB31613,Equus asinus x caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225639,SAMEA5408332,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225640,SAMEA5408333,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225641,SAMEA5408334,PRJEB31613,Equus asinus x caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225642,SAMEA5408335,PRJEB31613,Equus asinus x caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225643,SAMEA5408336,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225644,SAMEA5408337,PRJEB31613,Equus asinus x caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225645,SAMEA5408338,PRJEB31613,Equus asinus x caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225646,SAMEA5408339,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225647,SAMEA5408340,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225648,SAMEA5408341,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225649,SAMEA5408342,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225650,SAMEA5408343,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225651,SAMEA5408344,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225652,SAMEA5408345,PRJEB31613,Equus asinus x caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225653,SAMEA5408346,PRJEB31613,Equus asinus x caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225654,SAMEA5408347,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225655,SAMEA5408348,PRJEB31613,Equus caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225656,SAMEA5408349,PRJEB31613,Equus asinus x caballus,,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225657,SAMEA5408350,PRJEB31613,Equus caballus,,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225658,SAMEA5408351,PRJEB31613,Equus caballus,,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225659,SAMEA5408352,PRJEB31613,Equus asinus x caballus,,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225661,SAMEA5408354,PRJEB31613,Equus asinus x caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225662,SAMEA5408355,PRJEB31613,Equus asinus x caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225663,SAMEA5408356,PRJEB31613,Equus asinus x caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225664,SAMEA5408357,PRJEB31613,Equus asinus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225665,SAMEA5408358,PRJEB31613,Equus caballus,Yerqorqan,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225666,SAMEA104233663,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225667,SAMEA104233669,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225668,SAMEA104233670,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225669,SAMEA104233671,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225670,SAMEA104233649,PRJEB31613,Equus caballus,Actiparc,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225671,SAMEA104233686,PRJEB31613,Equus caballus,Tepe Hasanlu,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3375471,SAMEA5408353,PRJEB31613,Equus asinus x caballus,Yenikapi,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225571,SAMEA5408264,PRJEB31613,Equus caballus,Oktyabrsky,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225487,SAMEA5408180,PRJEB31613,Equus caballus,BroughOfDeerness,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223832,SAMEA5408266,PRJEB31613,Equus caballus,Olon Kurin Gol,"sra,bam",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225570,SAMEA5408263,PRJEB31613,Equus caballus,Nuštar,"sra,bam",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
SRR515202,SAMN01047694,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515203,SAMN01047695,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515204,SAMN01047696,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515205,SAMN01047697,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515206,SAMN01047698,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515208,SAMN01047699,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515209,SAMN01047700,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515211,SAMN01047701,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515212,SAMN01047702,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515213,SAMN01047703,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515214,SAMN01047704,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515215,SAMN01047705,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515216,SAMN01047706,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515217,SAMN01047707,PRJNA168142,Equus caballus,Jeju horse,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR515218,SAMN01047708,PRJNA168142,Equus caballus,Jeju horse,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR505867,SAMN01047693,PRJNA168142,Equus caballus,Thoroughbred,sra,SRP013636,modern,,,"Library Name some, but not much"
SRR516118,SAMN01057172,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527799,SAMN01057173,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527800,SAMN01057173,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527801,SAMN01057173,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527802,SAMN01057173,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527803,SAMN01057171,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527804,SAMN01057171,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527805,SAMN01057171,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527806,SAMN01057171,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527807,SAMN01057171,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527809,SAMN01057171,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527825,SAMN01057173,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR526907,SAMN01057170,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR526908,SAMN01057170,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR526909,SAMN01057170,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527519,SAMN01057173,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527520,SAMN01057173,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527521,SAMN01057173,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527527,SAMN01057173,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR527528,SAMN01057173,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR516104,SAMN01057170,PRJNA169102,Equus caballus,Jeju horse,sra,SRP013860,modern,,,
SRR641366,SAMN01880951,PRJNA184688,Equus caballus,Thoroughbred,sra,SRP017702,modern,,,
SRR641367,SAMN01880952,PRJNA184688,Equus caballus,Thoroughbred,sra,SRP017702,modern,,,
SRR641364,SAMN01880950,PRJNA184688,Equus caballus,Thoroughbred,sra,SRP017702,modern,,,
SRR641365,SAMN01880949,PRJNA184688,Equus caballus,Thoroughbred,sra,SRP017702,modern,,,
SRR1046129,SAMN02439777,PRJNA230019,Equus caballus,Arabian,sra,SRP033361,modern,,,additional locations for one sample
SRR1046135,SAMN02439778,PRJNA230019,Equus caballus,Sorraia,sra,SRP033361,modern,,,additional locations for one sample
SRR1046147,SAMN02439779,PRJNA230019,Equus caballus,Hanoverian,sra,SRP033361,modern,,,additional locations for one sample
SRR1046151,SAMN02439782,PRJNA230019,Equus caballus,Hanoverian,sra,SRP033361,modern,,,additional locations for one sample
SRR1048526,SAMN02422919,PRJNA230019,Equus caballus,Dulmen pony,sra,SRP033361,modern,,,additional locations for one sample
SRR1167052,SAMN02570035,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1167110,SAMN02570036,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1564419,SAMN03009553,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1564422,SAMN03009554,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1167108,SAMN02570036,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1167109,SAMN02570036,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1167053,SAMN02570035,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1167093,SAMN02570035,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1564421,SAMN03009553,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1564423,SAMN03009554,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1167891,SAMN02570035,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1167892,SAMN02570035,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1167893,SAMN02570036,PRJNA233529,Equus caballus,Mongolian,sra,SRP035222,modern,,,requires join
SRR1167049,SAMN02570038,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1167045,SAMN02570037,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1167050,SAMN02570038,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1564424,SAMN03009555,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1564426,SAMN03009556,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1167030,SAMN02570037,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1167031,SAMN02570037,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1167048,SAMN02570038,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1564425,SAMN03009555,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1564427,SAMN03009556,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1167890,SAMN02570037,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1167257,SAMN02570037,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1167258,SAMN02570038,PRJNA233533,Equus przewalskii,Przewalski,sra,SRP035221,modern,,,
SRR1275408,SAMN02767683,PRJNA246445,Equus ferus,Marwari,sra,SRP041785,modern,,,
SRR1790681,SAMN03291459,PRJNA273402,Equus caballus,Connemara Pony,sra,SRP052751,modern,,,
SRR1769892,SAMN03291441,PRJNA273402,Equus caballus,Connemara Pony,sra,SRP052751,modern,,,
SRR1769893,SAMN03291442,PRJNA273402,Equus caballus,Connemara Pony,sra,SRP052751,modern,,,
SRR1769922,SAMN03291461,PRJNA273402,Equus caballus,Connemara Pony,sra,SRP052751,modern,,,
SRR2142269,SAMN03952758,PRJNA291776,Equus caballus,Hanoverian,sra,SRP061963,modern,,,
SRR2142313,SAMN03955413,PRJNA291776,Equus caballus,Sorraia,sra,SRP061963,modern,,,
SRR2142163,SAMN03952747,PRJNA291776,Equus caballus,Hanoverian,sra,SRP061963,modern,,,
SRR2142311,SAMN03955412,PRJNA291776,Equus caballus,Saxon-Thuringian Heavy Warmblood,sra,SRP061963,modern,,,
SRR3045342,SAMN04359671,PRJNA306677,Equus caballus,Standardbred,sra,SRP067684,modern,,,
