Run,BioSample,BioProject,Organism,sub_group,DATASTORE_filetype,SRA_Study,era,era_guess,age,comments
ERR1021721,SAMEA3542240,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021722,SAMEA3542240,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021723,SAMEA3542240,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021724,SAMEA3542240,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021725,SAMEA3542240,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021726,SAMEA3542240,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021727,SAMEA3542240,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021728,SAMEA3542240,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021729,SAMEA3542240,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021730,SAMEA3542240,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021731,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021732,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021733,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021734,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021735,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021736,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021737,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021738,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021739,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021740,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021741,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021742,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021743,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021744,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021745,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021746,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021747,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021748,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021749,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021750,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021751,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021752,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021753,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021754,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021755,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021756,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021757,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021758,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021759,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021760,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021761,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021762,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021763,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021764,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021765,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021766,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021767,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021768,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021769,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021770,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021771,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021772,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021773,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021774,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021775,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021776,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021777,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021778,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021779,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021780,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021781,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021782,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021783,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021784,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021785,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021786,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021787,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021788,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021789,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021790,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021791,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021792,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021793,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021794,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021795,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021796,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021797,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021798,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021799,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021800,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021801,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021802,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021803,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021804,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021805,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021806,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021807,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021808,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021809,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021810,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021811,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021812,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021813,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021814,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021815,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"fastq,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021816,SAMEA3542237,PRJEB10854,Equus caballus,Yakutian horse,"bam,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021817,SAMEA3542238,PRJEB10854,Equus caballus,Yakutian horse,"bam,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021818,SAMEA3542239,PRJEB10854,Equus caballus,Yakutian horse,"bam,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021819,SAMEA3542240,PRJEB10854,Equus caballus,Yakutian horse,"bam,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021820,SAMEA3542241,PRJEB10854,Equus caballus,Yakutian horse,"bam,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021821,SAMEA3542242,PRJEB10854,Equus caballus,Yakutian horse,"bam,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021822,SAMEA3542243,PRJEB10854,Equus caballus,Yakutian horse,"bam,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021823,SAMEA3542244,PRJEB10854,Equus caballus,Yakutian horse,"bam,sra",ERP012152,modern,,Age,Region of Origin for location
ERR1021824,SAMEA3542245,PRJEB10854,Equus caballus,Yakutian horse,"sra,bam",ERP012152,modern,,Age,Region of Origin for location
ERR1034479,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034480,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034481,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034482,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034483,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034484,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034485,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034486,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034487,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034488,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034489,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034490,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034491,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034492,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034493,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034494,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034495,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034496,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034497,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034498,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034499,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034500,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034501,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034502,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034503,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034504,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034505,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034506,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034507,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034508,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034509,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034510,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034511,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034512,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034513,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034514,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034515,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034516,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034517,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034518,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034519,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034520,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034521,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034522,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034523,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034524,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034525,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034526,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034527,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034528,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034529,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034530,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034531,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034532,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034533,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034534,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034535,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034536,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034537,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034538,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034539,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034540,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034541,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034542,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034543,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"fastq,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1034544,SAMEA3542247,PRJEB10854,Equus caballus,Ancient horse from Yakutia,bam,ERP012152,ancient,,Age,Region of Origin for location
ERR1034545,SAMEA3542248,PRJEB10854,Equus caballus,Ancient horse from Yakutia,"bam,sra",ERP012152,ancient,,Age,Region of Origin for location
ERR1305961,SAMEA3889830,PRJEB12979,Equus caballus,UK Warmblood (>50% Quarter),"bam,sra",ERP014514,modern,,,
ERR1305962,SAMEA3889831,PRJEB12979,Equus caballus,American Paint,"bam,sra",ERP014514,modern,,,
ERR1305963,SAMEA3889832,PRJEB12979,Equus caballus,American Paint,"bam,sra",ERP014514,modern,,,
ERR1305964,SAMEA3889833,PRJEB12979,Equus caballus,American Paint,"bam,sra",ERP014514,modern,,,
ERR1397959,SAMEA3951217,PRJEB13863,Equus caballus,Friesian dwarf,"bam,sra",ERP015442,modern,,,
ERR1397961,SAMEA3951219,PRJEB13863,Equus caballus,Friesian dwarf,"sra,bam",ERP015442,modern,,,
ERR1397962,SAMEA3951220,PRJEB13863,Equus caballus,Friesian dwarf,"unknown_contigs,bam,sra",ERP015442,modern,,,
ERR1397964,SAMEA3951222,PRJEB13863,Equus caballus,Friesian dwarf,"sra,bam",ERP015442,modern,,,
ERR1397960,SAMEA3951218,PRJEB13863,Equus caballus,Friesian dwarf,"sra,bam",ERP015442,modern,,,
ERR1397963,SAMEA3951221,PRJEB13863,Equus caballus,Friesian dwarf,"sra,bam",ERP015442,modern,,,
ERR1397965,SAMEA3951223,PRJEB13863,Equus caballus,Friesian dwarf,"bam,unknown_contigs,sra",ERP015442,modern,,,
ERR1512897,SAMEA4059124,PRJEB14651,Equus caballus,Standardbred,"bam,sra",ERP016307,modern,,,
ERR1527950,SAMEA4075244,PRJEB14779,Equus caballus,Akhal-Teke,"bam,sra",ERP016448,modern,,,
ERR1527952,SAMEA4075246,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527953,SAMEA4075247,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527954,SAMEA4075248,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527955,SAMEA4075249,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527956,SAMEA4075250,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527957,SAMEA4075251,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527959,SAMEA4075253,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527961,SAMEA4075255,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527962,SAMEA4075256,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527966,SAMEA4075260,PRJEB14779,Equus caballus,Haflinger,"bam,sra",ERP016448,modern,,,
ERR1527967,SAMEA4075261,PRJEB14779,Equus caballus,Dutch Warmblood,"bam,sra",ERP016448,modern,,,
ERR1527968,SAMEA4075262,PRJEB14779,Equus caballus,Quarter Horse,"bam,sra",ERP016448,modern,,,
ERR1527969,SAMEA4075263,PRJEB14779,Equus caballus,Quarter Horse,"bam,sra",ERP016448,modern,,,
ERR1527971,SAMEA4075265,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527972,SAMEA4075266,PRJEB14779,Equus caballus,Swiss Warmblood,"bam,sra",ERP016448,modern,,,
ERR1545179,SAMEA4351922,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
